sentence,hypothesis,features,contradiction
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.59'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.7587905538553086, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('upload', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.94') set bandwidth('max', '80', 'mbps')","[5, 1, 1440.0, 0, 0, 1, 0, 3.0640317934486, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set bandwidth('min', '80', 'mbps')","define intent hypIntent: for group('guest users') set bandwidth('min', '80', 'mbps')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') remove middlebox('ips'), middlebox('unit firewall')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') add middlebox('dpi'), middlebox('firewall'), middlebox('traffics monitor')","[5, 1, 1440.0, 1, 0, 1, 0, 3.182653462635226, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.8663922611118315, 5]",0
define intent stnIntent: for group('dorms') allow service('MSN video') protocol('secure IMAP'),"define intent hypIntent: for group('dorms') block protocol('tcp'), protocol('ssh')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0.8541289786571635, 3, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set quota('upload', '2', 'gb/wk')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow service('Sony Playstation 2') traffic('torrent'),"[2, 1, 1440.0, 0, 0, 1, 0, 3.327823164852079, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') allow service('MSN audio') traffic('peer2peer'),"define intent hypIntent: for group('dorms') block protocol('sftp'), protocol('https')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 2, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') allow traffic('video conference') protocol('ssh') add middlebox('firewall'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') block traffic('peer2peer') protocol('dns'),"[3, 1, 1440.0, 1, 0, 1, 0, 3.1237325527421858, 4, 0, 0, 0, 0, 0.35804936974887575, 2, 0.5819054604231242, 2, 0, 1]",0
"define intent stnIntent: for group('guests') set bandwidth('max', '10', 'mbps') start hour('09:30') end hour('17:30')","define intent hypIntent: for group('guests') set bandwidth('max', '10', 'mbps') start hour('11:10') end hour('19:40')","[5, 0, 381.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('download', '1', 'gb/wk')","define intent hypIntent: for group('guests') set bandwidth('max', '20', 'mbps')","[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set quota('any', '9', 'gb/wk')","define intent hypIntent: for group('students') set quota('any', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.12') block service('Sorenson Videophone 200') traffic('any') add middlebox('firewall'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') block protocol('ftp'), protocol('IMAP') add middlebox('firewall')","[4, 1, 1440.0, 0, 0, 1, 1, 3.070388904693937, 4, 0, 1, 0, 0, 0, 1, 0, 2, 1.0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') add middlebox('traffics monitor'), middlebox('dpi'), middlebox('ids')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') remove middlebox('dpi'), middlebox('overuse notification')","[3, 1, 1440.0, 1, 0, 0, 0, 3.51464949881739, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.076404554176576, 5]",1
"define intent stnIntent: for group('guests') set bandwidth('max', '10', 'mbps')","define intent hypIntent: for group('guests') unset quota('upload', '2', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.43') allow service('listserver') traffic('any'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') block traffic('social media') protocol('nat'),"[4, 1, 1440.0, 1, 0, 0, 1, 2.8606908031952747, 4, 0, 1, 0, 0, 0.1043412529290388, 2, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') allow traffic('social media') protocol('ssh'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.30') allow traffic('H323 video conferencing') protocol('scp'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.326885661553676, 4, 0, 0, 0, 0, 0.46987409235835736, 2, 0.5759545698945583, 2, 0, 0]",0
"define intent stnIntent: for group('guests') set bandwidth('max', '40', 'mbps')","define intent hypIntent: for group('non registered users') set bandwidth('min', '10', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') add middlebox('parental control'), middlebox('network border system')","define intent hypIntent: for group('non registered users') remove middlebox('ips'), middlebox('unit firewall')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.6811452519069363, 4]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.20') allow service('Net2Phone') traffic('torrent'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.30') block protocol('smtp'), protocol('udp')","[3, 1, 1440.0, 1, 0, 0, 1, 2.472821018043385, 4, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0]",1
"define intent stnIntent: for group('students') set bandwidth('max', '20', 'mbps')","define intent hypIntent: for group('students') unset quota('any', '3', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') add middlebox('firewall'),define intent hypIntent: for group('students') remove middlebox('firewall'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.0, 2]",1
"define intent stnIntent: for group('students') set bandwidth('min', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') add middlebox('traffics monitor'), middlebox('firewall'), middlebox('copyright monitoring')","[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: for group('dorms') set bandwidth('max', '60', 'mbps')","define intent hypIntent: for group('dorms') set bandwidth('max', '90', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') remove middlebox('load balancer'), middlebox('network border system')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') add middlebox('copyright monitoring'),"[5, 1, 1440.0, 1, 0, 1, 0, 3.008391774450107, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.4065180480739485, 3]",0
define intent stnIntent: for group('students') allow service('Battlenet') traffic('peer2peer'),"define intent hypIntent: for group('bookman') block traffic('gaming'), traffic('torrent')","[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0.9993892483820952, 3, 0, 0, 0, 0]",1
define intent stnIntent: for group('dorms') add middlebox('copyright monitoring'),"define intent hypIntent: for group('dorms') add middlebox('traffics monitor'), middlebox('unit firewall'), middlebox('ips')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.352263509656628, 4]",0
"define intent stnIntent: for group('guests') allow service('MSN application sharing'), service('listserver')",define intent hypIntent: for group('guests') block service('netflix') traffic('social media'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0.9594118074010574, 3, 1, 2, 0, 1, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') remove middlebox('ids'),define intent hypIntent: for group('guest users') add middlebox('overuse notification'),"[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.13877729100291702, 2]",0
"define intent stnIntent: for group('guests') set quota('upload', '1', 'gb/wk') start hour('12:40') end hour('14:00')","define intent hypIntent: for group('guests') set quota('any', '7', 'gb/wk')","[5, 0, 81.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') unset bandwidth('max', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') unset bandwidth('max', '80', 'mbps')","[4, 0, 1440.0, 0, 0, 1, 0, 2.9918732134447987, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '90', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.65') set bandwidth('min', '50', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.669597039733404, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') set bandwidth('min', '80', 'mbps') start hour('02:00') end hour('11:00')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('upload', '4', 'gb/wk') start hour('15:30') end hour('17:30')","[3, 1, 0, 0, 0, 0, 0, 2.9509537573955886, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') allow service('Net2Phone') traffic('voip'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.85') block service('Net2Phone') protocol('ssh'),"[5, 1, 1440.0, 1, 0, 1, 1, 3.156105103336869, 4, 1.0, 2, 0, 0, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') remove middlebox('ids'), middlebox('unit firewall'), middlebox('network border system')",define intent hypIntent: for group('dorm') remove middlebox('firewall'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.4226076097049525, 4]",0
define intent stnIntent: for group('students') allow service('NETBIOS') traffic('torrent'),"define intent hypIntent: for group('students') block traffic('gaming'), traffic('torrent')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 1.4533046995798071, 3, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') remove middlebox('ids'),"define intent hypIntent: for group('guests') remove middlebox('dpi'), middlebox('overuse notification')","[3, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0.517536262541473, 3]",0
"define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('load balancer')","define intent hypIntent: for group('dormitory') remove middlebox('firewall'), middlebox('load balancer')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2.894154021367276, 4]",1
define intent stnIntent: for group('guests') remove middlebox('copyright monitoring') start hour('03:20') end hour('11:10'),define intent hypIntent: for group('guests') remove middlebox('ips') start hour('14:00') end hour('17:30'),"[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0.17409039151723496, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('max', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('max', '20', 'mbps')","[2, 0, 1440.0, 0, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set bandwidth('max', '80', 'mbps') start hour('05:30') end hour('14:00')","define intent hypIntent: for group('students') set bandwidth('max', '10', 'mbps') start hour('16:10') end hour('18:10')","[5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('guests') allow traffic('gaming') protocol('telnet'),define intent hypIntent: for group('guest users') block traffic('any') protocol('telnet'),"[5, 1, 1440.0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2, 0.3414119556467032, 2, 1.0, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set quota('download', '3', 'gb/wk')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('network border system'),"[2, 1, 1440.0, 0, 0, 0, 0, 3.0736989807364385, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
"define intent stnIntent: for group('dorms') set bandwidth('min', '90', 'mbps')","define intent hypIntent: for group('dorms') set bandwidth('min', '80', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('download', '6', 'gb/wk')","define intent hypIntent: for group('dorm') set quota('download', '2', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow traffic('email'), traffic('social media')","define intent hypIntent: for group('guests') block traffic('email'), traffic('H323 video conferencing')","[3, 1, 1440.0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 1, 2.315065762966019, 4, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow traffic('video conference') protocol('ssh') start hour('05:30') end hour('14:20'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.84') allow traffic('peer2peer') protocol('sftp') start hour('17:40') end hour('18:40'),"[3, 1, 0, 0, 0, 1, 0, 3.207229537146702, 4, 0, 0, 0, 0, 0.35804936974887575, 2, 0.361631656655531, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.72') set bandwidth('max', '40', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 2.674389422246681, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('upload', '8', 'gb/wk')","define intent hypIntent: for group('student residence') set bandwidth('min', '20', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set quota('any', '1', 'gb/wk')","define intent hypIntent: for group('scholarly person') set quota('any', '3', 'gb/wk')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') block service('irc'), service('Sorenson Videophone 200')",define intent hypIntent: for group('bookman') block traffic('file sharing') protocol('http'),"[5, 1, 1440.0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0
"define intent stnIntent: for group('dorms') set quota('any', '7', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('upload', '3', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('load balancer'),"define intent stnIntent: for group('students') allow traffic('streaming'), traffic('any')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set quota('any', '1', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.58') set quota('any', '8', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 2.6794858792812954, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') set bandwidth('min', '80', 'mbps')",define intent stnIntent: for group('students') allow service('AIM chat') traffic('any'),"[5, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.865409108630808, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') block traffic('email') protocol('ftp'),define intent hypIntent: for group('visitors') block protocol('ssh'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0.5132632885044368, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '70', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') set bandwidth('max', '30', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 3.2545050259323864, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') set bandwidth('max', '60', 'mbps')","define intent hypIntent: for group('students') unset quota('download', '2', 'gb/wk')","[5, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('max', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') set bandwidth('max', '30', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.086709951843666, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('dorms') block service('MSN application sharing') traffic('peer2peer'),"define intent hypIntent: for group('residence hall') allow protocol('smtp'), protocol('nat')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') add middlebox('firewall'), middlebox('parental control'), middlebox('overuse notification')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.62') remove middlebox('parental control'), middlebox('copyright monitoring'), middlebox('dpi')","[5, 1, 1440.0, 1, 0, 1, 0, 3.001916115804474, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5.523833773254921, 6]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.45') remove middlebox('unit firewall'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') add middlebox('overuse notification'),"[4, 1, 1440.0, 1, 0, 1, 0, 3.093261615386645, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.724782015646377, 2]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.37'),"[5, 1, 1440.0, 0, 0, 1, 0, 2.7546689317491295, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') remove middlebox('load balancer') start hour('05:40') end hour('12:30'),define intent hypIntent: for group('students') add middlebox('network border system') start hour('16:00') end hour('18:10'),"[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0.7448607093984589, 2]",0
